紹介ID	紹介日	紹介時間	AL店舗番号	AL店舗名	担当者	統括エリア	都道府県	東西	最新ステータス	契約時間	契約サービス	光サービス	ISP申込	ひかり電話	ウィルスクリア	リモートサポート	無線ルータ	契約日	コミュファ光	ひかりTVパー	無料PC申込
1843585835	14-Apr-13	C(14-16)	w504	株式会社ハウスパートナー 錦糸町店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585836	14-Apr-13	C(14-16)	w483	株式会社ハウスパートナー北千住駅前店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585837	14-Apr-13	C(14-16)	w203	株式会社ハウスパートナー新松戸店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585838	14-Apr-13	C(14-16)	w483	株式会社ハウスパートナー北千住駅前店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585839	14-Apr-13	C(14-16)	w206	株式会社ハウスパートナー柏西口店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585840	14-Apr-13	C(14-16)	w466	株式会社ハウスパートナー青戸店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585841	14-Apr-13	C(14-16)	g1001	株式会社エイブル 　小幡店	エイブル西	東海北	愛知県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585842	14-Apr-13	C(14-16)	g5034	株式会社エイブル 　久留米店	エイブル西	福岡南	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585843	14-Apr-13	C(14-16)	g4003	株式会社エイブル 　甲子園口店	エイブル西	兵庫東	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585844	14-Apr-13	C(14-16)	g4003	株式会社エイブル 　甲子園口店	エイブル西	兵庫東	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585845	14-Apr-13	C(14-16)	e3009	株式会社エイブル 　南流山店	エイブル	千葉	千葉県	東	契約	D(16-18)	イーモバイル	未入力	未入力	未入力	未入力	未入力		2013/4/23	サトウユキ	未入力	
1843585846	14-Apr-13	C(14-16)	e5008	株式会社エイブル 　円山公園店	エイブル	札幌	北海道	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585847	14-Apr-13	C(14-16)	e2047	株式会社エイブル 　大泉学園店	エイブル	東京北	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585848	14-Apr-13	C(14-16)	e2008	株式会社エイブル 　明大前西口店	エイブル	東京中央	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585849	14-Apr-13	C(14-16)	e3012	株式会社エイブル 　馬橋店	エイブル	千葉	千葉県	東	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843585850	14-Apr-13	C(14-16)	e2042	株式会社エイブル 　江古田店	エイブル	東京北	東京都	東	入電待ち			未入力	未入力	未入力	未入力	未入力				未入力	
1843585851	14-Apr-13	C(14-16)	e2016	株式会社エイブル 　東中野店	エイブル	東京西	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585852	14-Apr-13	C(14-16)	e2045	株式会社エイブル 　上石神井店	エイブル	東京西	東京都	東	契約	D(16-18)	フレッツ光（移転）	未入力	未入力	未入力	未入力	未入力		2013/4/24	サトウユキ	未入力	
1843585853	14-Apr-13	C(14-16)	e3031	株式会社エイブル 　柏西口店	エイブル	千葉	千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585854	14-Apr-13	D(16-18)	e5001	株式会社エイブル 　北二十四条店	エイブル	札幌	北海道	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585855	14-Apr-13	D(16-18)	e7006	株式会社エイブル 　県庁市役所前店	エイブル	仙台	宮城県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585856	14-Apr-13	D(16-18)	e2022	株式会社エイブル 　荻窪店	エイブル	東京西	東京都	東	契約	F(20-LAST)	フレッツ光	2S(ﾈ光）	BIGLOBE	未入力	3B（ネ）	3C（ネ）	無線	2013/4/14	カワイ	案内了承	
1843585857	14-Apr-13	D(16-18)	e1035	株式会社エイブル 　小岩店	エイブル	東京東	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585858	14-Apr-13	D(16-18)	e3010	株式会社エイブル 　新八柱店	エイブル	千葉	千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585859	14-Apr-13	D(16-18)	e4011	株式会社エイブル 　溝ノ口店	エイブル	神奈川東	神奈川県	東	契約	E(18-20)	フレッツ光	81（Bﾌﾚ）	OCN（2年割）	【B】基本（PJ）	HS（Bﾌﾚ）	HY（Bﾌﾚ）	無線	2013/4/22	イトウカズエ	案内了承	
1843585860	14-Apr-13	D(16-18)	e2063	株式会社エイブル 　立川店	エイブル	東京西	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585861	14-Apr-13	D(16-18)	e2015	株式会社エイブル 　中野店	エイブル	東京西	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585862	14-Apr-13	D(16-18)	e6032	株式会社エイブル 　飯能店	エイブル	埼玉	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585863	14-Apr-13	D(16-18)	e4065	株式会社エイブル 　茅ヶ崎店	エイブル	神奈川南	神奈川県	東	契約	E(18-20)	フレッツ光	2S(ﾈ光）	BIGLOBE	未入力	3B（ネ）	3C（ネ）		2013/4/14	サトウユキ	案内了承	
1843585864	14-Apr-13	D(16-18)	e3028	株式会社エイブル 　勝田台店	エイブル	千葉	千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585865	14-Apr-13	D(16-18)	e3028	株式会社エイブル 　勝田台店	エイブル	千葉	千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585866	14-Apr-13	D(16-18)	e2015	株式会社エイブル 　中野店	エイブル	東京西	東京都	東	契約	E(18-20)	フレッツ光	2S(ﾈ光）	OCN（2年割）	未入力	3B（ネ）	3C（ネ）	光ポータブル	2013/4/29	イソノ	不可	
1843585867	14-Apr-13	D(16-18)	e2020	株式会社エイブル 　高円寺店	エイブル	東京西	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585868	14-Apr-13	D(16-18)	e3029	株式会社エイブル 　八千代台店	エイブル	千葉	千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585869	14-Apr-13	D(16-18)	f029	アエラス新小岩店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585870	14-Apr-13	D(16-18)	f029	アエラス新小岩店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585871	14-Apr-13	D(16-18)	f029	アエラス新小岩店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585872	14-Apr-13	D(16-18)	f020	プライム中野店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585873	14-Apr-13	D(16-18)	f005	アエラス目黒店	既存店	アエラスグループ	神奈川県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585874	14-Apr-13	D(16-18)	f033	アエラス武蔵小山店	既存店	アエラスグループ	東京都	東	契約	D(16-18)	フレッツ光	2S(ﾈ光）	BIGLOBE	未入力	3B（ネ）	客意NG		2013/4/21	サトウユキ	基本プラン	
1843585875	14-Apr-13	D(16-18)	f005	アエラス目黒店	既存店	アエラスグループ	東京都	東	入電待ち			未入力	未入力	未入力	未入力	未入力				未入力	
1843585876	14-Apr-13	D(16-18)	f016	プライム錦糸町店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585877	14-Apr-13	D(16-18)	f016	プライム錦糸町店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585878	14-Apr-13	D(16-18)	f016	プライム錦糸町店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585879	14-Apr-13	D(16-18)	f020	プライム中野店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585880	14-Apr-13	D(16-18)	g3080	株式会社エイブル 　イオンタウン平野店	エイブル西	大阪東	大阪府	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585881	14-Apr-13	D(16-18)	g3061	株式会社エイブル 　四ツ橋店	エイブル西	大阪中央	大阪府	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585882	14-Apr-13	E(18-20)	e3010	株式会社エイブル 　新八柱店	エイブル	千葉	千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585883	14-Apr-13	E(18-20)	e4051	株式会社エイブル 　大和店	エイブル	神奈川西	神奈川県	東	契約	E(18-20)	フレッツ光	2S(ﾈ光）	BIGLOBE	未入力	3B（ネ）	3C（ネ）		2013/4/14	サトウユキ	案内了承	
1843585884	14-Apr-13	E(18-20)	e2060	株式会社エイブル 　田無店	エイブル	東京西	東京都	東	入電待ち			未入力	未入力	未入力	未入力	未入力				未入力	
1843585885	14-Apr-13	E(18-20)	e1038	株式会社エイブル 　船堀店	エイブル	東京東	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585886	14-Apr-13	E(18-20)	e3028	株式会社エイブル 　勝田台店	エイブル	千葉	千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585887	14-Apr-13	E(18-20)	e3028	株式会社エイブル 　勝田台店	エイブル	千葉	千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585888	14-Apr-13	E(18-20)	g1019	株式会社エイブル 　天白店	エイブル西	東海北	愛知県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585889	14-Apr-13	E(18-20)	g1021	株式会社エイブル 　塩釜口店	エイブル西	東海北	愛知県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585890	14-Apr-13	E(18-20)	g1005	株式会社エイブル 　上小田井店	エイブル西	東海北	愛知県	西	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843585891	14-Apr-13	E(18-20)	g1005	株式会社エイブル 　上小田井店	エイブル西	東海北	愛知県	西	契約	D(16-18)	フレッツ光	3L（HF_隼）	無	未入力	ウィルス無	3C（ネ）		2013/4/15	イソノ	案内了承	
1843585892	14-Apr-13	E(18-20)	g4002	株式会社エイブル 　六甲店	エイブル西	兵庫西	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585893	14-Apr-13	E(18-20)	g4002	株式会社エイブル 　六甲店	エイブル西	兵庫西	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585894	14-Apr-13	E(18-20)	e2016	株式会社エイブル 　東中野店	エイブル	東京西	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585895	14-Apr-13	E(18-20)	e2064	株式会社エイブル 　京王八王子店	エイブル	東京西	東京都	東	契約	B(12-14）	フレッツ光（移転）	未入力	未入力	未入力	未入力	未入力		2013/4/15	ヤマダ	未入力	
1843585897	14-Apr-13	E(18-20)	e3027	株式会社エイブル 　京成津田沼店	エイブル	千葉	千葉県	東	契約	F(20-LAST)	フレッツ光	2S(ﾈ光）	BIGLOBE	未入力	3B（ネ）	3C（ネ）		2013/4/14	カワイ	案内了承	
1843585898	14-Apr-13	E(18-20)	e2064	株式会社エイブル 　京王八王子店	エイブル	東京西	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585899	14-Apr-13	E(18-20)	e2019	株式会社エイブル 　鷺ノ宮店	エイブル	東京西	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585900	14-Apr-13	E(18-20)	e3014	株式会社エイブル 　松戸店	エイブル	千葉	千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585901	14-Apr-13	E(18-20)	w504	株式会社ハウスパートナー 錦糸町店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585902	14-Apr-13	E(18-20)	f028	プライム綾瀬店	既存店	アエラスグループ	東京都	東	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843585903	14-Apr-13	E(18-20)	f018	プライム池袋店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585904	14-Apr-13	E(18-20)	w205	株式会社ハウスパートナー柏東口店	ハウパ		千葉県	東	契約	F(20-LAST)	フレッツ光	2S(ﾈ光）	OCN（2年割）	未入力	3B（ネ）	3C（ネ）		2013/4/30	イガリ	案内了承	
1843585905	14-Apr-13	E(18-20)	w483	株式会社ハウスパートナー北千住駅前店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585906	14-Apr-13	E(18-20)	w495	株式会社ハウスパートナー竹ノ塚店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585907	14-Apr-13	E(18-20)	w202	株式会社ハウスパートナー北千住店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585908	14-Apr-13	E(18-20)	w449	ハウス・トゥ・ハウス・ネットサービス株式会社　池袋店	ハウス・トゥ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585909	14-Apr-13	E(18-20)	w203	株式会社ハウスパートナー新松戸店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585910	14-Apr-13	E(18-20)	w504	株式会社ハウスパートナー 錦糸町店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585911	14-Apr-13	E(18-20)	f024	アエラス王子店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585912	14-Apr-13	F(20-LAST)	g1002	株式会社エイブル 　一宮店	エイブル西	東海北	愛知県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585913	14-Apr-13	F(20-LAST)	g1002	株式会社エイブル 　一宮店	エイブル西	東海北	愛知県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585914	14-Apr-13	F(20-LAST)	g1020	株式会社エイブル 　藤が丘店	エイブル西	東海北	愛知県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585915	14-Apr-13	F(20-LAST)	g1005	株式会社エイブル 　上小田井店	エイブル西	東海北	愛知県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585916	14-Apr-13	F(20-LAST)	g4009	株式会社エイブル 　垂水店	エイブル西	兵庫西	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585917	14-Apr-13	F(20-LAST)	g4007	株式会社エイブル 　JR住吉店	エイブル西	兵庫西	兵庫県	西	入電待ち			未入力	未入力	未入力	未入力	未入力				未入力	
